;userID;ISBN;bookRating
61676;111981;1403365296;9
46343;46105;1401016774;10
33317;42323;045120915X;8
63088;123468;077102231X;8
16774;69697;1551665638;6
13786;80810;038075620X;7
48908;54898;1887374485;8
52348;69078;084781131X;8
13505;105517;089480829X;5
31912;23659;060961004X;8
42430;132282;1880418568;10
14807;2766;039922405X;9
61109;108747;014056439X;8
63684;127137;038548707X;9
57230;135006;1578261090;5
15302;49460;1400032717;9
6435;81899;059035342X;8
30954;114368;1551666758;5
2814;30316;1400031354;5
59895;101851;048623004X;10
6880;65258;014025448X;9
54731;98391;1880284650;9
51997;67840;1551669358;9
52734;92547;043590972X;9
60063;101978;1892127113;8
2163;51742;014100018X;9
20618;111637;038572179X;9
37587;62688;1572971142;7
18301;15845;044651862X;3
4111;102733;076790592X;10
41669;35857;1561700401;6
3329;7620;044022165X;8
41366;53256;1563521652;6
18731;5539;1853263508;5
66045;144219;091847762X;6
18264;145947;044023672X;10
13711;98758;067169071X;9
56268;87690;1558532609;5
20983;6575;1864503157;8
4296;18311;067976402X;8
6398;58855;059035342X;6
66653;149802;030798785X;8
61651;137222;067187778X;10
15220;23762;140003065X;7
20254;17046;039915079X;8
27291;68156;1401088945;2
10834;111133;1558745718;8
9649;31556;084311438X;6
17808;24194;055327886X;9
32999;67375;1560763264;5
34846;23768;1885222610;7
41240;80768;1884822282;10
8161;31826;042513525X;10
15864;112109;006109157X;9
8482;57781;044021145X;8
46373;76151;055329315X;10
40142;138441;1562823779;7
62958;122429;014007645X;6
44434;38887;1558851070;7
19594;69697;082177512X;9
64261;129572;078693140X;8
63639;126736;185227297X;8
7815;73588;034538475X;2
537;2106;081297106X;6
6085;122429;068484477X;9
66062;144555;1557041768;7
58689;98391;157566710X;10
9699;69697;1551664372;9
20053;6532;1853260150;8
42472;35918;080704220X;7
35185;24525;1885211554;5
27893;115692;039914787X;7
63341;124747;1558747206;9
44249;114868;006000942X;7
931;31140;031284879X;8
64628;132572;086573335X;7
11294;254;1563895730;9
28686;51440;1573249025;10
26428;50204;1565846567;5
57624;94347;1929998414;7
27582;135129;1591821541;9
40410;51094;091721403X;9
54754;150663;1567188257;9
54667;79285;074322213X;5
59928;101851;1555603637;10
23208;8245;055358264X;8
19397;78783;042519485X;7
17583;56616;1573227331;10
25406;93629;044630798X;7
14873;108763;1550548913;7
22873;110093;1878424424;10
58511;98391;074343675X;8
8696;37597;044023669X;10
29021;14698;1570424993;7
2598;1435;080410753X;10
2877;135703;1400031354;10
31728;56394;1578564816;9
61884;112986;193169690X;7
1377;24525;044023722X;7
62265;114988;1565117212;8
45977;43920;2253142301;6
4915;99980;1888363576;7
66376;147847;044922645X;5
32860;51883;1884822355;10
63485;126604;1880913127;5
53685;75081;1580630790;7
19753;124983;1573221937;6
35558;25131;084423933X;9
49878;56959;1565114388;10
51183;62009;089272398X;7
32464;46398;067144834X;5
46054;88793;031218171X;9
48673;104604;1583225366;7
31851;17744;1894263057;9
23669;86641;038079439X;8
45573;55438;031092023X;10
61288;110267;1572971096;7
44794;81303;1551668017;5
18943;5777;067144901X;7
58943;98391;1880284545;9
48902;54898;1584790830;10
21865;7286;1584850388;9
45714;43246;156947284X;9
56036;101851;1565921496;7
9168;41781;055357258X;7
60293;103488;091336715X;10
28930;135149;1551667150;8
10907;93448;158062748X;5
59457;139524;1569319634;10
12909;47411;055326382X;3
40400;127048;067187120X;5
13142;20983;1578562333;7
50755;139857;1578565235;5
11797;99832;068484267X;8
31840;17667;1888963077;6
27859;101614;1551668076;8
32259;80929;1580050751;10
10527;65409;014028009X;4
61275;110110;1880685000;7
56847;91423;1565791193;8
27512;59192;1568304706;10
42125;68272;1551667495;5
15276;127782;140003065X;5
59998;101851;1568654944;6
51139;61852;000647425X;9
26257;36621;067973709X;8
66208;146113;059003166X;5
15935;131027;006447187X;8
43834;37586;068485466X;6
29083;67402;051513239X;5
12055;38559;055356160X;9
19836;6251;188521135X;9
46517;46983;1414033435;9
17769;55006;074322535X;5
3713;23145;1550544683;9
24503;9227;1591820073;7
60687;112001;034536774X;10
41182;43806;1558505539;4
26369;147847;1556113307;5
54069;76499;006273024X;10
3763;23768;1400031346;8
25258;10314;1573229350;8
18283;92810;042516828X;7
59959;101851;156504052X;8
22995;133708;1551669412;7
2932;31860;1400034779;7
54522;142121;067121148X;10
18974;5956;1586602241;5
38562;29974;1562011731;6
25715;150525;1575662728;7
63252;124078;1567186610;8
33896;21669;1551669013;10
40636;117593;067179566X;5
37997;28795;1579546463;7
8669;48143;044022473X;7
66340;147492;1570281440;8
22119;49889;043919105X;5
56466;88314;1928568033;8
14039;128214;1561706213;7
6906;98655;014025448X;10
5606;50564;044661162X;9
37827;28591;1551666871;10
39391;31094;055313406X;8
21293;59172;067179356X;10
4443;101876;067976402X;8
5189;152036;1558745157;10
7015;152186;1582341338;8
4912;11817;1888363576;5
11640;146155;014023828X;6
20816;56728;1558748865;10
12479;37951;038529929X;6
36604;129465;042516991X;9
5609;55858;044661162X;7
36676;68185;068485760X;5
57258;93047;1864365587;7
35225;140036;159052148X;10
3236;30551;042516098X;6
58836;98391;159105236X;10
17215;151107;1570613818;8
23770;102359;067082982X;10
38855;144038;1594480001;10
5462;134797;1551669110;9
58264;97874;1885171463;8
28014;92648;044900211X;7
62190;114581;1741041546;10
45176;69355;091581112X;8
2884;142600;1400031354;10
24872;90471;039308700X;8
16747;50711;1878448021;10
57667;94781;1901881423;8
62540;116904;1585422657;9
26656;122001;006104444X;7
27963;44893;156584100X;6
42257;60419;1568843933;10
17368;60444;1573226521;8
63397;125203;059041478X;6
59426;126860;1893652491;6
6566;72368;006440630X;7
331;41841;044020562X;8
26908;62542;1558748903;8
40986;37644;020530902X;7
43782;37425;155316525X;10
39085;135149;074343143X;8
10597;152295;014028009X;10
34918;23872;068808365X;6
21269;51450;031225234X;8
9758;98391;1551668122;8
24505;38023;1591820073;10
58637;98391;1551669439;8
48924;58918;1555836445;10
11444;31393;006101351X;8
51512;64241;1561581577;8
31396;44845;074340341X;8
39768;31468;042508471X;5
64687;133310;094427658X;5
12423;80105;1558747346;8
27511;12824;1568304706;9
2587;150067;070434100X;10
59993;101851;1566046750;7
7502;11601;006109398X;6
52207;68836;051756338X;7
58363;98391;031228795X;9
14213;113519;068483376X;7
2289;2945;038548951X;8
55601;87954;055357292X;7
20322;82831;1558746226;8
54826;125401;067973452X;7
64361;129851;1582401748;10
38880;91533;038080624X;8
54109;76499;067974472X;10
66946;152468;089676026X;10
58949;98391;1880284677;5
31151;16795;1564024733;5
10799;18710;1558745718;8
50084;145527;2226133895;7
20531;73907;037570924X;7
46362;46165;037326142X;2
54082;76499;014043268X;10
39596;126128;1558744290;7
18786;147101;067973225X;9
35929;25850;1568360142;9
34805;27067;1582431817;7
53694;75089;1580630464;4
5439;128650;034543479X;10
12198;78300;193072229X;10
66202;146108;031220308X;6
66308;146932;014043769X;8
42605;105937;1573920088;8
20407;114988;015100692X;7
48739;139827;006251377X;10
65465;139141;1551660512;6
56744;89922;1895688426;8
58433;98391;038080901X;8
42697;131021;081292603X;7
32143;18601;1551669129;5
2767;134311;080411918X;9
46436;46398;1571741038;8
52755;82831;030702041X;5
51482;93047;068484799X;7
13654;14456;1558532161;10
60120;102642;068930921X;8
6771;30276;1551668300;6
4209;54072;055357227X;8
957;121602;037582233X;7
29105;14966;1558744215;10
40;16877;038550120X;9
3808;89551;1590521986;10
19740;65837;1573221937;7
6290;1733;059035342X;10
32535;111133;1563055597;8
64365;129851;1891867032;7
61579;110997;1592865615;10
47715;89602;006105366X;8
65832;142671;1562824422;8
29943;105979;006447030X;8
4418;91103;067976402X;5
41681;35857;1568848668;8
52518;69355;1566198089;7
20976;44727;1588370011;7
32875;20126;1551666510;8
25472;101056;042517025X;7
46139;44845;1558533265;10
62211;114699;1852306165;10
46556;47138;1594572550;10
16946;3643;1573228281;10
32443;19586;1551667363;10
49696;132075;1563050854;10
33195;20889;078212710X;10
44859;94261;1568650108;8
1233;277195;1573221856;10
12770;98391;1573229385;8
8299;30276;042518630X;9
28664;14422;1573225541;7
1608;129505;044023722X;8
53637;87555;039471833X;10
4963;46892;034540288X;5
15687;69879;002026478X;10
39508;125866;039914496X;6
43102;36621;067152612X;10
16217;98391;1400060427;9
38557;29915;1583144277;7
22798;87555;076790382X;10
33929;24934;039538169X;7
65515;139524;159182298X;9
35873;92347;1577311523;2
62518;141902;1565072715;8
13287;42798;014131088X;9
16814;3373;059042856X;3
17185;139742;1400060052;9
26831;11993;1565122321;5
44921;98391;074346978X;5
54371;78226;1401057888;8
6040;82877;068484477X;6
61785;112173;1565927052;8
19508;53481;080411109X;6
40036;31652;038044156X;8
61001;107921;1571010572;9
47202;49889;1573453218;7
4925;77499;1551668904;8
58424;98885;037371016X;7
46777;48025;051508932X;8
44012;132663;1561700762;8
28799;26544;038000917X;8
65129;136326;1556112750;8
61767;112093;1567189350;7
9002;30972;055356451X;8
25692;10819;1862044201;7
28389;124989;1551660504;10
61698;112001;2207303772;7
28105;113633;037325055X;5
4479;118228;067976402X;10
17955;124487;155166531X;9
25610;98256;042507255X;5
39128;31261;067173783X;5
44201;38273;076153475X;10
13034;141493;067101420X;9
31020;69697;1551668513;9
18328;46398;044651862X;8
17824;108155;055327886X;6
14057;39325;1880032627;9
37887;35859;1572970669;7
57806;95010;030703416X;9
60523;105114;1577193571;7
30662;16795;055305094X;7
5614;72575;044661162X;9
56042;112173;1565922204;9
34004;22154;1585421634;9
42974;127200;1863782567;4
51212;62172;031021923X;8
19386;9908;042519485X;8
64032;128682;006100152X;3
8839;61028;051512608X;8
58387;98391;031232135X;9
4069;86473;1551660717;7
1087;16795;1558743669;10
17728;74691;1880656124;8
3650;10314;1558744150;6
51773;66159;1888173386;8
48226;122469;044652302X;8
4464;108997;067976402X;8
28801;34786;038000917X;5
17283;100459;038079487X;9
66300;146728;1576736857;5
63588;126604;1555831117;5
25827;140358;044100914X;5
46408;46398;055325913X;8
32569;70201;042515761X;8
8413;23353;044021145X;9
5924;114368;051511779X;10
38094;48455;1929976011;3
22661;35979;1573241482;6
46232;45116;1575668645;5
41392;144114;1853260134;8
63786;127233;1563051249;7
2100;106218;006092988X;7
14736;86408;044012929X;10
63016;123056;038041533X;7
38165;37644;006440823X;8
30033;87141;039914241X;8
4676;13280;038542471X;9
23179;134582;037570910X;8
55485;83754;1556618417;8
22115;25409;042518885X;5
5407;25409;034543479X;10
41349;129443;068971419X;8
43987;122440;092007944X;8
23189;14049;038549730X;8
20334;85367;1558746625;7
54929;81121;1878825011;7
42199;143175;1559275995;9
48886;54898;1562790269;10
24629;15894;1584650028;9
60069;102033;068715684X;8
30473;152186;034543241X;8
47533;69355;1566199735;9
50163;58482;1885113552;10
44200;38273;076153170X;10
52384;69078;8401422701;9
2208;8284;031298328X;10
66238;146175;1558508163;9
45519;138525;067187750X;7
63662;127029;1573928798;10
56936;91931;1895897459;7
7075;93358;1878424319;6
65934;143253;030711516X;9
39021;104399;156282015X;10
61731;112083;159182057X;9
48911;54898;1889195324;10
34194;23092;067172519X;6
3164;277427;156865037X;7
37571;138883;055315656X;8
17519;98391;1401300901;10
13745;138867;038080350X;7
18358;88389;044651862X;8
39600;150968;1558744290;7
44538;39353;1901289109;9
26454;70415;1575661381;8
55869;86392;1401202306;9
50681;143415;1555842100;10
54612;79055;044021145x;7
18480;64436;1558746986;9
49672;56554;006105223X;10
4617;69078;006019491X;9
20264;52141;039915079X;5
5703;55298;1576730360;5
868;6497;038081093X;8
20767;6575;081296697X;8
5977;30533;068484477X;8
28386;114368;1551660504;10
44405;146386;050552158X;10
35785;26209;067003133X;10
40264;32022;1561383910;10
4341;41841;067976402X;6
27420;12614;1557250537;8
25040;9965;1571430237;8
56633;88793;1556113498;9
27477;142661;088730866X;10
39548;101209;076111775X;9
38600;76168;006096975X;6
33352;107616;067942007X;8
13138;131217;044990928X;10
15161;123056;044900483X;8
7405;98391;1551669021;8
65855;143155;087516000X;8
17;112199;034545104X;6
43078;37791;1570428557;8
28908;104144;155166271X;8
4187;49154;1551666022;10
15856;32342;006109157X;9
44180;38273;006103116X;10
32931;28451;037348397X;8
3668;48579;1558744150;8
54805;80208;1573225029;7
21890;7286;193264542X;10
12814;95359;055321313X;8
61210;109574;072253731X;10
40006;36836;1592640303;10
59958;101851;1565040465;8
15504;27383;042518403X;5
39509;136153;039914496X;8
55427;83428;1555832938;4
60182;102967;038527954X;7
66777;150554;1556615493;7
56382;123043;1565123964;8
48109;131027;038071339X;9
52096;68273;1401900623;8
26871;17003;1573220167;9
51254;62475;086622467X;10
57896;95359;014071409X;8
17342;100906;031205436X;8
45811;66938;074341893X;5
10446;87141;048627263X;9
50846;127505;048627795X;8
60399;104429;157924078X;10
59972;101851;1565041291;8
37104;27169;078600049X;8
51250;62464;1577484681;3
18459;92561;1558506462;10
23797;87929;1559390476;7
34421;35188;006098726X;10
21547;136348;067189109X;4
62749;119749;1569313784;9
64892;135149;1570629048;7
25767;130571;087113795X;9
64705;133747;014018936X;7
35619;113723;1576832880;5
38271;149907;1559583126;8
28781;16916;034532532X;10
7510;74778;006109398X;5
49690;56623;038550344X;6
33975;147370;042515999X;8
24511;38023;1591822572;10
62257;114988;014200362X;10
59461;99032;1591162157;10
5879;123825;044022103X;6
14319;2110;068808527X;8
37925;101614;055310523X;7
44663;98391;1551668335;9
62755;119749;1575848236;10
34262;23288;039486882X;10
39094;75591;006440546X;10
16171;3363;078180583X;9
53272;147900;1558743324;10
7019;278221;1889613010;10
609;47854;031286504X;7
43048;120333;1401300464;9
13670;122429;006093395X;7
42275;35859;1571021051;7
60411;104443;1570360669;7
26714;46350;006447108X;9
60914;107718;1575212706;5
8292;18979;042518630X;4
62928;121592;006080825X;8
17480;97874;006059537X;10
59002;98391;1894841905;5
22242;7346;076241085X;7
53693;75089;068482454X;7
15628;50895;044661064X;7
7222;145689;1573221775;8
13655;16795;1558532161;8
42023;138138;074343434X;7
18828;140036;1551668483;9
31544;136382;1550810510;4
55264;150979;1558599177;10
58542;98391;076530645X;5
3707;148813;1558744150;9
27549;12824;156931957X;10
4807;113270;055328942X;10
36927;140036;068481353X;7
45440;42466;080698323X;8
28913;41455;1551665166;5
29203;23699;1566193028;10
43811;146386;1551666669;8
11288;40812;1556520743;10
12232;84178;015600710X;8
42312;35859;1574713345;4
58620;98391;1551667266;9
12520;149069;038529929X;10
28019;13380;037550298X;9
7768;125519;034538184X;8
40283;65483;1573220795;5
10625;91719;1576731235;10
61967;113519;1587170728;9
63266;124079;059041688X;5
28293;13552;1840385367;7
54133;76499;1555876269;10
50363;59269;1570543275;5
10761;102571;155874262X;5
13717;147847;067169071X;7
2658;70052;080410753X;9
35228;24632;080242712X;7
42725;144729;034541019X;9
59058;98440;1566199700;10
29626;108799;1891830430;7
65666;141511;1864503580;7
5740;21515;039914465X;8
36545;131027;1573240141;9
60780;106816;1883846501;9
6810;98391;1551669293;8
6760;98391;1551667487;9
617;113148;031286504X;6
37490;107770;1878825216;9
52231;68984;1565844696;8
8247;61704;042513699X;10
56945;92149;1577311825;7
14152;107718;1573229326;6
51024;61162;1569249474;9
20392;76482;015100692X;5
44457;39133;019282970X;10
17304;136162;038079487X;7
28392;132173;1551660504;8
26014;127926;014006690X;9
57383;104429;156399058X;10
36701;146348;089577335X;8
36739;145657;1551667223;7
58883;98391;1594140715;10
133;6431;043935806X;10
49819;60978;059045353X;9
51916;67542;006054161X;7
59967;101851;1565041127;9
48820;67840;1551666693;10
33403;123790;1558531564;8
19252;6242;1894294424;8
44734;98391;067003004X;9
14007;1928;1563521024;5
53001;108285;1565122976;7
36805;105108;1561380156;10
50381;59463;059032523X;10
36978;101851;055380202X;10
17558;55490;055357325X;10
21185;145449;078688939X;8
3477;120417;044022165X;8
64372;130093;1579730051;5
20098;12811;037570485X;7
50540;60029;1568655657;6
45597;43136;1854879936;3
59746;100906;2850365297;9
42106;35859;1401300677;8
6458;94485;059035342X;10
16635;4385;1565970519;10
38819;58224;1551666596;9
59536;99631;1403317534;10
28937;66518;1551668068;5
16483;114659;1558746099;5
14306;133416;051512463X;7
45773;134833;1931543380;10
35275;136326;1557731136;8
299;276822;1551925060;8
43763;110267;1561705683;8
52951;77809;1550413953;8
53165;71900;046087280X;9
